Date,Year,Month,Open,High,Low,Close*,Adj Close**, Volume ,Returns
03/09/1992,1992,Sep,417.98,420.31,417.49,417.98,417.98," 212,500,000 ",0
04/09/1992,1992,Sep,417.98,418.62,416.76,417.08,417.08," 124,380,000 ",-0.002157859
08/09/1992,1992,Sep,417.08,417.18,414.3,414.44,414.44," 161,440,000 ",-0.006370042
09/09/1992,1992,Sep,414.44,416.44,414.44,416.36,416.36," 178,800,000 ",0.004611394
10/09/1992,1992,Sep,416.34,420.52,416.34,419.95,419.95," 221,990,000 ",0.008596261
11/09/1992,1992,Sep,419.95,420.58,419.13,419.58,419.58," 180,560,000 ",-0.000881834
14/09/1992,1992,Sep,419.65,425.27,419.65,425.27,425.27," 250,940,000 ",0.013215134
15/09/1992,1992,Sep,425.22,425.22,419.54,419.77,419.77," 211,860,000 ",-0.0129833
16/09/1992,1992,Sep,419.71,422.44,417.77,419.92,419.92," 231,450,000 ",0.000500095
17/09/1992,1992,Sep,419.92,421.43,419.62,419.93,419.93," 188,270,000 ",2.38135E-05
18/09/1992,1992,Sep,419.92,422.93,419.92,422.93,422.93," 237,440,000 ",0.007117017
21/09/1992,1992,Sep,422.9,422.9,421.18,422.14,422.14," 153,940,000 ",-0.001800351
22/09/1992,1992,Sep,422.14,422.14,417.13,417.14,417.14," 188,810,000 ",-0.011986383
23/09/1992,1992,Sep,417.14,417.88,416,417.44,417.44," 205,700,000 ",0.000718666
24/09/1992,1992,Sep,417.46,419.01,417.46,418.47,418.47," 187,960,000 ",0.002413554
25/09/1992,1992,Sep,418.47,418.63,412.71,414.35,414.35," 213,670,000 ",-0.009943285
28/09/1992,1992,Sep,414.35,416.62,413,416.62,416.62," 158,760,000 ",0.00544861
29/09/1992,1992,Sep,416.62,417.38,415.34,416.8,416.8," 170,750,000 ",0.000431862
30/09/1992,1992,Sep,416.79,418.58,416.67,417.8,417.8," 184,470,000 ",0.002417425
01/10/1992,1992,Oct,417.8,418.67,415.46,416.29,416.29," 204,780,000 ",-0.003627279
02/10/1992,1992,Oct,416.29,416.35,410.45,410.47,410.47," 188,030,000 ",-0.014178868
05/10/1992,1992,Oct,410.47,410.47,396.8,407.57,407.57," 286,550,000 ",-0.007115342
06/10/1992,1992,Oct,407.57,408.56,404.84,407.18,407.18," 203,500,000 ",-0.000957807
07/10/1992,1992,Oct,407.17,408.6,403.91,404.25,404.25," 184,380,000 ",-0.007223253
08/10/1992,1992,Oct,404.29,408.04,404.29,407.75,407.75," 205,000,000 ",0.008485592
09/10/1992,1992,Oct,407.75,407.75,402.42,402.66,402.66," 178,940,000 ",-0.012640938
12/10/1992,1992,Oct,402.66,407.44,402.66,407.44,407.44," 126,670,000 ",0.011731789
13/10/1992,1992,Oct,407.44,410.64,406.83,409.3,409.3," 186,650,000 ",0.004544344
14/10/1992,1992,Oct,409.3,411.52,407.86,409.37,409.37," 175,900,000 ",0.000170994
15/10/1992,1992,Oct,409.34,411.03,407.92,409.6,409.6," 213,590,000 ",0.000634766
16/10/1992,1992,Oct,409.6,411.73,407.43,411.73,411.73," 235,920,000 ",0.005173293
19/10/1992,1992,Oct,411.73,414.98,410.66,414.98,414.98," 222,150,000 ",0.007831703
20/10/1992,1992,Oct,414.98,417.98,414.49,415.48,415.48," 258,210,000 ",0.001203427
21/10/1992,1992,Oct,415.53,416.15,414.54,415.67,415.67," 219,100,000 ",0.000336806
22/10/1992,1992,Oct,415.67,416.81,413.1,414.9,414.9," 216,400,000 ",-0.001855869
23/10/1992,1992,Oct,414.9,416.23,413.68,414.1,414.1," 199,060,000 ",-0.001931901
26/10/1992,1992,Oct,414.09,418.17,413.71,418.16,418.16," 188,060,000 ",0.009733117
27/10/1992,1992,Oct,418.18,419.2,416.97,418.49,418.49," 201,730,000 ",0.000740758
28/10/1992,1992,Oct,418.49,420.13,417.56,420.13,420.13," 203,910,000 ",0.003903554
29/10/1992,1992,Oct,420.15,421.16,419.83,420.86,420.86," 206,550,000 ",0.001687022
30/10/1992,1992,Oct,420.86,421.13,418.54,418.68,418.68," 201,930,000 ",-0.005206841
02/11/1992,1992,Nov,418.66,422.75,418.12,422.75,422.75," 203,280,000 ",0.009674749
03/11/1992,1992,Nov,422.75,422.81,418.59,419.92,419.92," 208,140,000 ",-0.006739379
04/11/1992,1992,Nov,419.91,421.07,416.61,417.11,417.11," 194,400,000 ",-0.006712858
05/11/1992,1992,Nov,417.08,418.4,415.58,418.34,418.34," 219,730,000 ",0.003011904
06/11/1992,1992,Nov,418.35,418.35,417.01,417.58,417.58," 205,310,000 ",-0.001843958
09/11/1992,1992,Nov,417.58,420.13,416.79,418.59,418.59," 197,560,000 ",0.002412862
10/11/1992,1992,Nov,418.59,419.71,417.98,418.62,418.62," 223,180,000 ",7.1664E-05
11/11/1992,1992,Nov,418.62,422.33,418.4,422.2,422.2," 243,750,000 ",0.008479394
12/11/1992,1992,Nov,422.2,423.1,421.7,422.87,422.87," 226,010,000 ",0.001584411
13/11/1992,1992,Nov,422.89,422.91,421.04,422.43,422.43," 192,950,000 ",-0.001088938
16/11/1992,1992,Nov,422.44,422.44,420.35,420.68,420.68," 173,600,000 ",-0.004183703
17/11/1992,1992,Nov,420.63,420.97,418.31,419.27,419.27," 187,660,000 ",-0.003243733
18/11/1992,1992,Nov,419.27,423.49,419.24,422.85,422.85," 219,080,000 ",0.008466359
19/11/1992,1992,Nov,422.86,423.61,422.5,423.61,423.61," 218,720,000 ",0.001770496
20/11/1992,1992,Nov,423.61,426.98,423.61,426.65,426.65," 257,460,000 ",0.007125278
23/11/1992,1992,Nov,426.65,426.65,424.95,425.12,425.12," 192,530,000 ",-0.003598984
24/11/1992,1992,Nov,425.14,429.31,424.83,427.59,427.59," 241,540,000 ",0.005729788
25/11/1992,1992,Nov,427.59,429.41,427.58,429.19,429.19," 207,700,000 ",0.003727953
27/11/1992,1992,Nov,429.19,431.93,429.17,430.16,430.16," 106,020,000 ",0.002254975
30/11/1992,1992,Nov,430.19,431.53,429.36,431.35,431.35," 230,150,000 ",0.002689231
01/12/1992,1992,Dec,431.35,431.47,429.2,430.78,430.78," 259,050,000 ",-0.001323181
02/12/1992,1992,Dec,430.78,430.87,428.61,429.89,429.89," 247,010,000 ",-0.002070297
03/12/1992,1992,Dec,429.98,430.99,428.8,429.91,429.91," 238,050,000 ",-0.000162825
04/12/1992,1992,Dec,429.93,432.89,429.74,432.06,432.06," 234,960,000 ",0.004929871
07/12/1992,1992,Dec,432.06,435.31,432.06,435.31,435.31," 217,700,000 ",0.007465944
08/12/1992,1992,Dec,435.31,436.99,434.68,436.99,436.99," 234,330,000 ",0.003844482
09/12/1992,1992,Dec,436.99,436.99,433.98,435.65,435.65," 230,060,000 ",-0.003075864
10/12/1992,1992,Dec,435.66,435.66,432.65,434.64,434.64," 240,640,000 ",-0.00234677
11/12/1992,1992,Dec,434.64,434.64,433.34,433.73,433.73," 164,510,000 ",-0.002098079
14/12/1992,1992,Dec,433.73,435.26,432.83,432.84,432.84," 187,040,000 ",-0.002056187
15/12/1992,1992,Dec,432.82,433.66,431.92,432.57,432.57," 227,770,000 ",-0.000577941
16/12/1992,1992,Dec,432.58,434.22,430.88,431.52,431.52," 242,130,000 ",-0.002456433
17/12/1992,1992,Dec,431.52,435.44,431.46,435.43,435.43," 251,640,000 ",0.008979629
18/12/1992,1992,Dec,435.46,441.29,435.46,441.28,441.28," 389,300,000 ",0.013188905
21/12/1992,1992,Dec,441.26,441.26,439.65,440.7,440.7," 224,680,000 ",-0.001270706
22/12/1992,1992,Dec,440.7,441.64,438.25,440.31,440.31," 250,430,000 ",-0.00088574
23/12/1992,1992,Dec,440.29,441.11,439.03,439.03,439.03," 234,140,000 ",-0.002869963
24/12/1992,1992,Dec,439.03,439.81,439.03,439.77,439.77," 95,240,000 ",0.001682698
28/12/1992,1992,Dec,439.77,439.77,437.26,439.15,439.15," 143,970,000 ",-0.001411818
29/12/1992,1992,Dec,439.15,442.65,437.6,437.98,437.98," 213,660,000 ",-0.002671355
30/12/1992,1992,Dec,437.98,439.37,437.12,438.82,438.82," 183,930,000 ",0.001914225
31/12/1992,1992,Dec,438.82,439.59,435.71,435.71,435.71," 165,910,000 ",-0.007137775
04/01/1993,1993,Jan,435.7,437.32,434.48,435.38,435.38," 201,210,000 ",-0.00073499
05/01/1993,1993,Jan,435.38,435.4,433.55,434.34,434.34," 240,350,000 ",-0.002394438
06/01/1993,1993,Jan,434.34,435.17,432.52,434.52,434.52," 295,240,000 ",0.00041425
07/01/1993,1993,Jan,434.52,435.46,429.76,430.73,430.73," 304,850,000 ",-0.008799016
08/01/1993,1993,Jan,430.73,430.73,426.88,429.05,429.05," 263,470,000 ",-0.003915628
11/01/1993,1993,Jan,429.04,431.04,429.01,430.95,430.95," 217,150,000 ",0.004432069
12/01/1993,1993,Jan,430.95,431.39,428.19,431.04,431.04," 239,410,000 ",0.000208797
13/01/1993,1993,Jan,431.03,433.44,429.99,433.03,433.03," 245,360,000 ",0.004618618
14/01/1993,1993,Jan,433.08,435.96,433.08,435.94,435.94," 281,040,000 ",0.006560536
15/01/1993,1993,Jan,435.87,439.49,435.84,437.15,437.15," 309,720,000 ",0.002928057
18/01/1993,1993,Jan,437.13,437.13,435.92,436.84,436.84," 196,030,000 ",-0.000663859
19/01/1993,1993,Jan,436.84,437.7,434.59,435.13,435.13," 283,240,000 ",-0.00392986
20/01/1993,1993,Jan,435.14,436.23,433.37,433.37,433.37," 268,790,000 ",-0.00408427
21/01/1993,1993,Jan,433.37,435.75,432.48,435.49,435.49," 257,620,000 ",0.00486808
22/01/1993,1993,Jan,435.49,437.81,435.49,436.11,436.11," 293,320,000 ",0.00142166
25/01/1993,1993,Jan,436.11,440.53,436.11,440.01,440.01," 288,740,000 ",0.008863435
26/01/1993,1993,Jan,440.05,442.66,439.54,439.95,439.95," 314,110,000 ",-0.000227299
27/01/1993,1993,Jan,439.95,440.04,436.82,438.11,438.11," 277,020,000 ",-0.004199858
28/01/1993,1993,Jan,438.13,439.14,437.3,438.66,438.66," 256,980,000 ",0.001208225
29/01/1993,1993,Jan,438.67,438.93,436.91,438.78,438.78," 247,200,000 ",0.000250695
01/02/1993,1993,Feb,438.78,442.52,438.78,442.52,442.52," 238,570,000 ",0.008451595
02/02/1993,1993,Feb,442.52,442.87,440.76,442.55,442.55," 271,560,000 ",6.7789E-05
03/02/1993,1993,Feb,442.56,447.35,442.56,447.2,447.2," 345,410,000 ",0.010375671
04/02/1993,1993,Feb,447.2,449.86,447.2,449.56,449.56," 351,140,000 ",0.005249577
05/02/1993,1993,Feb,449.56,449.56,446.95,448.93,448.93," 324,710,000 ",-0.001403337
08/02/1993,1993,Feb,448.94,450.04,447.7,447.85,447.85," 243,400,000 ",-0.002433851
09/02/1993,1993,Feb,448.04,448.04,444.52,445.33,445.33," 240,410,000 ",-0.006085375
10/02/1993,1993,Feb,445.33,446.37,444.24,446.23,446.23," 251,910,000 ",0.002016897
11/02/1993,1993,Feb,446.21,449.36,446.21,447.66,447.66," 257,190,000 ",0.003239065
12/02/1993,1993,Feb,447.66,447.7,444.58,444.58,444.58," 216,810,000 ",-0.006927887
16/02/1993,1993,Feb,444.53,444.53,433.47,433.91,433.91," 332,850,000 ",-0.024475122
17/02/1993,1993,Feb,433.93,433.97,430.92,433.3,433.3," 302,210,000 ",-0.001453958
18/02/1993,1993,Feb,433.3,437.79,428.25,431.9,431.9," 311,180,000 ",-0.003241491
19/02/1993,1993,Feb,431.93,434.26,431.68,434.22,434.22," 310,700,000 ",0.005273824
22/02/1993,1993,Feb,434.21,436.49,433.53,435.24,435.24," 311,570,000 ",0.00236651
23/02/1993,1993,Feb,435.34,436.84,432.41,434.8,434.8," 329,060,000 ",-0.00124195
24/02/1993,1993,Feb,434.76,440.87,434.68,440.87,440.87," 316,750,000 ",0.013858961
25/02/1993,1993,Feb,440.7,442.34,439.67,442.34,442.34," 252,860,000 ",0.003707555
26/02/1993,1993,Feb,442.34,443.77,440.98,443.38,443.38," 234,160,000 ",0.002345618
01/03/1993,1993,Mar,443.38,444.18,441.34,442.01,442.01," 232,460,000 ",-0.003099477
02/03/1993,1993,Mar,442,447.91,441.07,447.9,447.9," 269,750,000 ",0.013172583
03/03/1993,1993,Mar,447.9,450,447.73,449.26,449.26," 277,380,000 ",0.0030272
04/03/1993,1993,Mar,449.26,449.52,446.72,447.34,447.34," 234,220,000 ",-0.004292037
05/03/1993,1993,Mar,447.34,449.59,445.56,446.11,446.11," 253,480,000 ",-0.002757168
08/03/1993,1993,Mar,446.12,454.71,446.12,454.71,454.71," 275,290,000 ",0.018891161
09/03/1993,1993,Mar,454.67,455.52,453.68,454.4,454.4," 290,670,000 ",-0.00059419
10/03/1993,1993,Mar,454.4,456.34,452.7,456.33,456.33," 255,610,000 ",0.004229395
11/03/1993,1993,Mar,456.35,456.76,453.48,453.72,453.72," 257,060,000 ",-0.005796526
12/03/1993,1993,Mar,453.7,453.7,447.04,449.83,449.83," 255,420,000 ",-0.00860325
15/03/1993,1993,Mar,449.83,451.43,449.4,451.43,451.43," 195,930,000 ",0.003544293
16/03/1993,1993,Mar,451.43,452.36,451.01,451.37,451.37," 218,820,000 ",-0.000132929
17/03/1993,1993,Mar,451.36,451.36,447.99,448.31,448.31," 241,270,000 ",-0.006803328
18/03/1993,1993,Mar,448.36,452.39,448.36,451.89,451.89," 241,180,000 ",0.007811636
19/03/1993,1993,Mar,451.9,453.32,449.91,450.18,450.18," 339,660,000 ",-0.003820694
22/03/1993,1993,Mar,450.17,450.17,446.08,448.88,448.88," 233,190,000 ",-0.002873819
23/03/1993,1993,Mar,448.88,449.8,448.3,448.76,448.76," 232,730,000 ",-0.000267404
24/03/1993,1993,Mar,448.71,450.9,446.1,448.07,448.07," 274,300,000 ",-0.001428348
25/03/1993,1993,Mar,448.09,451.75,447.93,450.88,450.88," 251,530,000 ",0.006187899
26/03/1993,1993,Mar,450.91,452.09,447.69,447.78,447.78," 226,650,000 ",-0.00699004
29/03/1993,1993,Mar,447.76,452.81,447.75,450.77,450.77," 199,970,000 ",0.006677463
30/03/1993,1993,Mar,450.79,452.06,449.63,451.97,451.97," 231,190,000 ",0.002610793
31/03/1993,1993,Mar,451.97,454.88,451.67,451.67,451.67," 279,190,000 ",-0.000664202
01/04/1993,1993,Apr,451.67,452.63,449.6,450.3,450.3," 234,530,000 ",-0.003042416
02/04/1993,1993,Apr,450.28,450.28,440.71,441.39,441.39," 323,330,000 ",-0.020140918
05/04/1993,1993,Apr,441.42,442.43,440.53,442.29,442.29," 296,080,000 ",0.001967035
06/04/1993,1993,Apr,442.29,443.38,439.48,441.16,441.16," 293,680,000 ",-0.002561429
07/04/1993,1993,Apr,441.16,442.73,440.5,442.73,442.73," 300,000,000 ",0.003546179
08/04/1993,1993,Apr,442.71,443.77,440.02,441.84,441.84," 284,370,000 ",-0.001969039
12/04/1993,1993,Apr,441.84,448.37,441.84,448.37,448.37," 259,690,000 ",0.014563865
13/04/1993,1993,Apr,448.41,450.4,447.66,449.22,449.22," 286,690,000 ",0.001803125
14/04/1993,1993,Apr,449.22,450,448.02,448.66,448.66," 257,340,000 ",-0.001248161
15/04/1993,1993,Apr,448.6,449.11,446.39,448.4,448.4," 259,500,000 ",-0.00044603
16/04/1993,1993,Apr,448.41,449.39,447.67,448.94,448.94," 305,160,000 ",0.001180559
19/04/1993,1993,Apr,448.94,449.14,445.85,447.46,447.46," 244,710,000 ",-0.003307558
20/04/1993,1993,Apr,447.46,447.46,441.81,445.1,445.1," 317,990,000 ",-0.005302179
21/04/1993,1993,Apr,445.09,445.77,443.08,443.63,443.63," 287,300,000 ",-0.003291031
22/04/1993,1993,Apr,443.55,445.73,439.46,439.46,439.46," 310,390,000 ",-0.009306877
23/04/1993,1993,Apr,439.49,439.49,436.82,437.03,437.03," 259,810,000 ",-0.005628904
26/04/1993,1993,Apr,437.03,438.35,432.3,433.54,433.54," 283,260,000 ",-0.008050007
27/04/1993,1993,Apr,433.52,438.02,433.14,438.01,438.01," 284,140,000 ",0.010250908
28/04/1993,1993,Apr,438.01,438.8,436.68,438.02,438.02," 267,980,000 ",2.283E-05
29/04/1993,1993,Apr,438.02,438.96,435.59,438.89,438.89," 249,760,000 ",0.001982273
30/04/1993,1993,Apr,438.89,442.29,438.89,440.19,440.19," 247,460,000 ",0.00295327
03/05/1993,1993,May,440.19,442.59,438.25,442.46,442.46," 224,970,000 ",0.005130407
04/05/1993,1993,May,442.58,445.19,442.45,444.05,444.05," 268,310,000 ",0.003310438
05/05/1993,1993,May,443.98,446.09,443.76,444.52,444.52," 274,240,000 ",0.001214793
06/05/1993,1993,May,444.6,444.81,442.9,443.26,443.26," 255,460,000 ",-0.003023056
07/05/1993,1993,May,443.28,443.7,441.69,442.31,442.31," 223,570,000 ",-0.002193032
10/05/1993,1993,May,442.34,445.42,442.05,442.8,442.8," 235,580,000 ",0.001038844
11/05/1993,1993,May,442.8,444.57,441.52,444.36,444.36," 218,480,000 ",0.003510667
12/05/1993,1993,May,444.32,445.16,442.87,444.8,444.8," 255,680,000 ",0.001079137
13/05/1993,1993,May,444.75,444.75,439.23,439.23,439.23," 293,920,000 ",-0.012567448
14/05/1993,1993,May,439.22,439.82,438.1,439.56,439.56," 252,910,000 ",0.000773501
17/05/1993,1993,May,439.56,440.38,437.83,440.37,440.37," 227,580,000 ",0.001839362
18/05/1993,1993,May,440.39,441.26,437.95,440.32,440.32," 264,300,000 ",-0.000158975
19/05/1993,1993,May,440.32,447.86,436.86,447.57,447.57," 342,420,000 ",0.016198583
20/05/1993,1993,May,447.57,450.59,447.36,450.59,450.59," 289,160,000 ",0.006702324
21/05/1993,1993,May,450.59,450.59,444.89,445.84,445.84," 279,120,000 ",-0.010654046
24/05/1993,1993,May,445.84,448.44,445.26,448,448," 197,990,000 ",0.004821429
25/05/1993,1993,May,448,449.04,447.7,448.85,448.85," 222,090,000 ",0.001893728
26/05/1993,1993,May,448.85,453.51,448.82,453.44,453.44," 274,230,000 ",0.010122618
27/05/1993,1993,May,453.44,454.55,451.14,452.41,452.41," 300,810,000 ",-0.002276696
28/05/1993,1993,May,452.41,452.41,447.67,450.19,450.19," 207,820,000 ",-0.004931251
01/06/1993,1993,Jun,450.23,455.63,450.23,453.83,453.83," 229,690,000 ",0.007932486
02/06/1993,1993,Jun,453.83,454.53,452.68,453.85,453.85," 295,560,000 ",4.40674E-05
03/06/1993,1993,Jun,453.84,453.85,451.12,452.49,452.49," 285,570,000 ",-0.002983491
04/06/1993,1993,Jun,452.43,452.43,448.92,450.06,450.06," 226,440,000 ",-0.005265965
07/06/1993,1993,Jun,450.07,450.75,447.32,447.69,447.69," 236,920,000 ",-0.005316179
08/06/1993,1993,Jun,447.65,447.65,444.31,444.71,444.71," 240,640,000 ",-0.00661105
09/06/1993,1993,Jun,444.71,447.39,444.66,445.78,445.78," 249,030,000 ",0.002400287
10/06/1993,1993,Jun,445.78,446.22,444.09,445.38,445.38," 232,600,000 ",-0.000898109
11/06/1993,1993,Jun,445.38,448.19,445.38,447.26,447.26," 256,750,000 ",0.004203372
14/06/1993,1993,Jun,447.26,448.64,447.23,447.71,447.71," 210,440,000 ",0.001005115
15/06/1993,1993,Jun,447.73,448.28,446.18,446.27,446.27," 234,110,000 ",-0.003271562
16/06/1993,1993,Jun,446.27,447.43,443.61,447.43,447.43," 267,500,000 ",0.002592584
17/06/1993,1993,Jun,447.43,448.98,446.91,448.54,448.54," 239,810,000 ",0.002474696
18/06/1993,1993,Jun,448.54,448.59,443.68,443.68,443.68," 300,500,000 ",-0.010953841
21/06/1993,1993,Jun,443.68,446.22,443.68,446.22,446.22," 223,650,000 ",0.005692259
22/06/1993,1993,Jun,446.25,446.29,444.94,445.93,445.93," 259,530,000 ",-0.000717601
23/06/1993,1993,Jun,445.96,445.96,443.19,443.19,443.19," 278,260,000 ",-0.006250141
24/06/1993,1993,Jun,443.04,447.21,442.5,446.62,446.62," 267,450,000 ",0.008015763
25/06/1993,1993,Jun,446.62,448.64,446.62,447.6,447.6," 210,430,000 ",0.002189455
28/06/1993,1993,Jun,447.6,451.9,447.6,451.85,451.85," 242,090,000 ",0.009405776
29/06/1993,1993,Jun,451.89,451.9,449.67,450.69,450.69," 276,310,000 ",-0.002662584
30/06/1993,1993,Jun,450.69,451.47,450.15,450.53,450.53," 281,120,000 ",-0.000355137
01/07/1993,1993,Jul,450.54,451.15,448.71,449.02,449.02," 292,040,000 ",-0.00338515
02/07/1993,1993,Jul,449.02,449.02,445.2,445.84,445.84," 220,750,000 ",-0.007132604
06/07/1993,1993,Jul,445.86,446.87,441.42,441.43,441.43," 234,810,000 ",-0.010035566
07/07/1993,1993,Jul,441.4,443.63,441.4,442.83,442.83," 253,170,000 ",0.00322923
08/07/1993,1993,Jul,442.84,448.64,442.84,448.64,448.64," 282,910,000 ",0.01292796
09/07/1993,1993,Jul,448.64,448.94,446.74,448.11,448.11," 235,210,000 ",-0.001182745
12/07/1993,1993,Jul,448.13,449.11,447.71,448.98,448.98," 202,310,000 ",0.00189318
13/07/1993,1993,Jul,449,450.7,448.07,448.09,448.09," 236,720,000 ",-0.002030842
14/07/1993,1993,Jul,448.08,451.12,448.08,450.08,450.08," 297,430,000 ",0.004443654
15/07/1993,1993,Jul,450.09,450.12,447.26,449.22,449.22," 277,810,000 ",-0.00193669
16/07/1993,1993,Jul,449.07,449.08,445.66,445.75,445.75," 263,100,000 ",-0.007448121
19/07/1993,1993,Jul,445.75,446.78,444.83,446.03,446.03," 216,370,000 ",0.00062776
20/07/1993,1993,Jul,446.03,447.63,443.71,447.31,447.31," 277,420,000 ",0.00286155
21/07/1993,1993,Jul,447.28,447.5,445.84,447.18,447.18," 278,590,000 ",-0.000223624
22/07/1993,1993,Jul,447.18,447.23,443.72,444.51,444.51," 249,630,000 ",-0.006006614
23/07/1993,1993,Jul,444.54,447.1,444.54,447.1,447.1," 222,170,000 ",0.005725788
26/07/1993,1993,Jul,447.06,449.5,447.04,449.09,449.09," 222,580,000 ",0.004520252
27/07/1993,1993,Jul,449,449.44,446.76,448.24,448.24," 256,750,000 ",-0.00169552
28/07/1993,1993,Jul,448.25,448.61,446.59,447.19,447.19," 273,100,000 ",-0.002370357
29/07/1993,1993,Jul,447.19,450.77,447.19,450.24,450.24," 261,240,000 ",0.006774165
30/07/1993,1993,Jul,450.19,450.22,446.98,448.13,448.13," 254,420,000 ",-0.00459688
02/08/1993,1993,Aug,448.13,450.15,448.03,450.15,450.15," 230,380,000 ",0.004487393
03/08/1993,1993,Aug,450.15,450.43,447.59,449.27,449.27," 253,110,000 ",-0.001958733
04/08/1993,1993,Aug,449.27,449.72,447.93,448.54,448.54," 230,040,000 ",-0.001627503
05/08/1993,1993,Aug,448.55,449.61,446.94,448.13,448.13," 261,900,000 ",-0.000937228
06/08/1993,1993,Aug,448.13,449.26,447.87,448.68,448.68," 221,170,000 ",0.001225818
09/08/1993,1993,Aug,448.68,451.51,448.31,450.72,450.72," 232,750,000 ",0.004526092
10/08/1993,1993,Aug,450.71,450.71,449.1,449.45,449.45," 255,520,000 ",-0.002803426
11/08/1993,1993,Aug,449.6,451,449.6,450.46,450.46," 268,330,000 ",0.00190916
12/08/1993,1993,Aug,450.47,451.63,447.53,448.96,448.96," 278,530,000 ",-0.003363329
13/08/1993,1993,Aug,448.97,450.25,448.97,450.14,450.14," 214,370,000 ",0.002599191
16/08/1993,1993,Aug,450.25,453.41,450.25,452.38,452.38," 233,640,000 ",0.004708431
17/08/1993,1993,Aug,452.38,453.7,451.96,453.13,453.13," 261,320,000 ",0.001655154
18/08/1993,1993,Aug,453.21,456.99,453.21,456.04,456.04," 312,940,000 ",0.006205596
19/08/1993,1993,Aug,456.01,456.76,455.2,456.43,456.43," 293,330,000 ",0.000920185
20/08/1993,1993,Aug,456.51,456.68,454.6,456.16,456.16," 276,800,000 ",-0.000767275
23/08/1993,1993,Aug,456.12,456.12,454.29,455.23,455.23," 212,500,000 ",-0.001955056
24/08/1993,1993,Aug,455.23,459.77,455.04,459.77,459.77," 270,700,000 ",0.009874502
25/08/1993,1993,Aug,459.75,462.04,459.3,460.13,460.13," 301,650,000 ",0.000825854
26/08/1993,1993,Aug,460.04,462.87,458.82,461.04,461.04," 254,070,000 ",0.002169009
27/08/1993,1993,Aug,461.05,461.05,459.19,460.54,460.54," 196,140,000 ",-0.001107396
30/08/1993,1993,Aug,460.54,462.58,460.28,461.9,461.9," 194,180,000 ",0.00294436
31/08/1993,1993,Aug,461.9,463.56,461.29,463.56,463.56," 252,830,000 ",0.003580982
01/09/1993,1993,Sep,463.55,463.8,461.77,463.15,463.15," 245,040,000 ",-0.000863651
02/09/1993,1993,Sep,463.13,463.54,461.07,461.3,461.3," 259,870,000 ",-0.00396705
03/09/1993,1993,Sep,461.3,462.05,459.91,461.34,461.34," 197,160,000 ",8.67039E-05
07/09/1993,1993,Sep,461.34,462.07,457.95,458.52,458.52," 229,500,000 ",-0.006150222
08/09/1993,1993,Sep,458.52,458.53,453.75,456.65,456.65," 283,100,000 ",-0.00409504
09/09/1993,1993,Sep,456.65,458.11,455.17,457.5,457.5," 258,070,000 ",0.001857923
10/09/1993,1993,Sep,457.49,461.86,457.49,461.72,461.72," 269,950,000 ",0.009161397
13/09/1993,1993,Sep,461.7,463.38,461.41,462.06,462.06," 244,970,000 ",0.00077912
14/09/1993,1993,Sep,461.93,461.93,458.15,459.9,459.9," 258,650,000 ",-0.004414003
15/09/1993,1993,Sep,459.9,461.96,456.31,461.6,461.6," 294,410,000 ",0.003682842
16/09/1993,1993,Sep,461.54,461.54,459,459.43,459.43," 229,700,000 ",-0.004592647
17/09/1993,1993,Sep,459.43,459.43,457.09,458.83,458.83," 381,370,000 ",-0.001307674
20/09/1993,1993,Sep,458.84,459.91,455,455.05,455.05," 231,130,000 ",-0.008328755
21/09/1993,1993,Sep,455.05,455.8,449.64,452.95,452.95," 300,310,000 ",-0.004636273
22/09/1993,1993,Sep,452.94,456.92,452.94,456.2,456.2," 298,960,000 ",0.007145989
23/09/1993,1993,Sep,456.25,458.69,456.25,457.74,457.74," 275,350,000 ",0.003255123
24/09/1993,1993,Sep,457.74,458.56,456.92,457.63,457.63," 248,270,000 ",-0.000240369
27/09/1993,1993,Sep,457.63,461.81,457.63,461.8,461.8," 244,920,000 ",0.009029883
28/09/1993,1993,Sep,461.84,462.08,460.91,461.53,461.53," 243,320,000 ",-0.000671679
29/09/1993,1993,Sep,461.6,462.17,459.51,460.11,460.11," 277,690,000 ",-0.003238356
30/09/1993,1993,Sep,460.11,460.56,458.28,458.93,458.93," 280,980,000 ",-0.002571198
01/10/1993,1993,Oct,458.93,461.48,458.35,461.28,461.28," 256,880,000 ",0.00509452
04/10/1993,1993,Oct,461.28,461.8,460.02,461.34,461.34," 229,380,000 ",0.000130056
05/10/1993,1993,Oct,461.34,463.15,459.45,461.2,461.2," 294,570,000 ",-0.000303556
06/10/1993,1993,Oct,461.24,462.6,460.26,460.74,460.74," 277,070,000 ",-0.001085211
07/10/1993,1993,Oct,460.71,461.13,459.08,459.18,459.18," 255,210,000 ",-0.003332027
08/10/1993,1993,Oct,459.18,460.99,456.4,460.31,460.31," 243,600,000 ",0.002454867
11/10/1993,1993,Oct,460.31,461.87,460.31,460.88,460.88," 183,060,000 ",0.001236764
12/10/1993,1993,Oct,461.04,462.47,460.73,461.12,461.12," 263,970,000 ",0.000173491
13/10/1993,1993,Oct,461.12,461.98,460.76,461.49,461.49," 290,930,000 ",0.000801751
14/10/1993,1993,Oct,461.55,466.83,461.55,466.83,466.83," 352,530,000 ",0.011310327
15/10/1993,1993,Oct,466.83,471.1,466.83,469.5,469.5," 366,110,000 ",0.005686901
